content,score,Label
"Mohon kpda Edlink, Tolong saya Di Tanggapi, Kenapa saya tidak bisa ganti nama user (profil) setelah saya simpan tidak bisa diterapkan malah muncul notifikasi ( vaildation.digits.beteen ) ad solusinya atau gimana?",2,Negatif
"Kalau absen scan code qr nya harus pakai 2 hape, dan harus scan saat itu juga kalo lewat 2 menit aja udah ga bisa absen. Jujur cukup sulit buat pake apk ini, but tetep mau Belajar soalnya kuliah wajib pake apk ini buat akses. Hape ga spek jadi susahh 😢",3,
"Gak bisa absen qr sementara teman"" yang lainnya bisa.",1,Negatif
"Apa edlink menggunakan firebase? Jika tidak, database apa yang digunakan edlink? Bintang 5 setelah ada jawaban pasti.",1,Negatif
"Ini aplikasi nya gk sinkron sama yang di web,tolong dibenerin lagi",1,Negatif
"Kenapa sekarang susah untuk masuk ke edlink Saya sudah beberapa kali mencoba tetap tidak bisa masuk , sudah kasih masuk no. Hp tetap tidak bisa masuk",3,
"Maaf aplikasi EdLink menurut saya tidak recomended untuk proses pembelajaran, karena suka error dan finally, dosen kembali menggunakan G.Classroom juga",1,Negatif
Kenapa kak edlink nya tidak bisa di buka sebenarnya saya sudah mendownloadnya tapi tidak tetap tidak bisa dibuka jadi harus bagaimana lagi gak kak cara membuka edlink ini.,1,Negatif
Membantu dan memudahkan proses pembelajaran,4,Positif
"Kenapa ya saya gabisa buka edlink, minta di update eh pas udh di update malah balik lg kya awal gabisa dibuka",4,Positif
"Halo, selamat siang,aku mau nanya kenapa ya edlink nya nggak bisa diperbarui ulang🙏☺️",4,Positif
"Ngilangin getar nya gmna jir, jantung ga tenang kalo ada notifikasi jadinya, kalo notif notif aja maksudnya bisa ga min",3,
"kak kenapa yah foto profilnya gak bisa di ubah, gak ada tulisan Save nya gitu. makasih",3,
"Kenapa ya tidak ada tugasnya padahal guru sudah kirim tugas? Notif tugas dri kelas nya ada tapi pas dibuka tidak bisa, blank halaman kosong saja. Sudah uninstall trus login lagi tetap gaada, gimana ya?",2,Negatif
"Terlalu sering eror, gangguan, sama terlalu sering harus di apdet",4,Positif
Aplikasinya mudah dipakai dan dipahami tidak ribet,5,Positif
"Aplikasi ini cocok baget untuk kuliah online terus aplikasinya juga garibet makenya, intinya bagus :)",5,Positif
Ini gimana edlinknya kok bisa instal ya Padahal semua aplikasi ku udah kehapus semua,2,Negatif
"Kak sya mau bertanya, bagaimana si cara nya menghapus file"" yg sdah dikumpulkan, krna penyimpanan edlink sya sudah full, sehingga tidak bisa mengumpulkan tugas lagi kak. Mohon solusinya kak. Mohon responya kk",2,Negatif
"Mau tanya admin, knpa lama skli ini terupdate dari kemaring sampai sekarang blum bisa masuk padahal jaringan disini sudah sgt baik.... Mohon penjelasan / Bantuan Admin dari sy berhubung saya gunakan Aplikasi ini dlm belajar online 🙏🙏🙏",2,Negatif
"Sebelumnya maaf, Kenapa edling udha di ubdate tapi tidak ada notifikasi, malahan edlinya lebih memburuk dari sebelumnya.. 🙏🙏🙏🙏",2,Negatif
"Kenapa saya download lagi gak bisa,, tolong donk kak soalnya msih buat kuliah",2,Negatif
"Setelah update malah memburuk, gk ada notifikasi masuk ke hp sama sekali. Tolong perbaiki",1,Negatif
Kak saya ada masalah diaplikasi edlink susa untuk mengirim file dan file yg ada diedlink susa sihapus itu gimna ya kak,1,Negatif
"Ka saya mau kirim file dokumen , tapi dokumennya gk bsa di ketemukan itu kenapa ya ? Padahal di dokumen whatsap dokumen lainya udh tersimpan ...",5,Positif
"Hi admin. Mohon perbaikan, setelah upgrade edlink nggak ada pop-up. Jadi sering ketinggalan notifikasi.",3,
"Mohon maaf kepada admin. Kenapa edlinknya error sedari tadi, apa sedang dalam perbaikan untuk update? Tapi, di mohon sebelum jam 8 sudah tidak error lagi, jawaban-jawaban luar biasa untuk dosen dari saya menunggu di sampaikan untuk di baca. Terima kasih",4,Positif
Mohon perbaikan ny nilai saya ambruk. Karena soal2 yg muncul ke edlink. Sama semua ggk ada bedahnya. Setelah konfirmasi Jawab. Baru kembali membaik pertanyaannya. PHP 😭,1,Negatif
"K ada tugas di edlink, terus gurunya minta jawabannya dikirim tapi hanya link nya aja, jdi gimana cara ngirim link nya ? Harus ufload filenya dlu atau gmna, soalnya dari tadi biar dapet link nya gk tau dmna, please jawab, malam ini terakhir",5,Positif
Gabisa di update Makin lama makin parah aja edlink ni,1,Negatif
"To kenp beberapa hari ini saya g bisa buka edlink,akhirnya saya ketinggalan dgn peljaran dan tugas kuliah.terimakasih",5,Positif
Kalo bisa gausah lah di upgrade2 .eror kali ntahapa pun . Abis aplikasi di hp ku loh semua kuhapus gara2 upgrade . Tolong lah yaa .jadikan sekali aja yang bagus gitu semua lengkap di applikasi ni biar gausah upgrade2 . Capek kali loh .belum lagi pas di buka loading,1,Negatif
Gajeb bgt min masak setiap mau buka diperbaharui terus males bgt liat apk nya klo bukan buat pendidikan udah uninstall dari dulu,2,Negatif
Semakin kurang baik dan Eror terus kadang bisa kadang enggak.pas dadline mepet eh EROR.,5,Positif
"Belajar online denagn mudah. Namun kadang aplikasi edlink ada kendala, susah masuk ke aplikasi edlink",4,Positif
"Apk nya sering bnget eror, dikit2 install lagi.. update lagi..🤦🏻‍♀️",1,Negatif
"Baru juga di update udah harus di updet lagi aja,",3,
"update yg saat ini banyak gangguan,' semoga bisa cepat di perbaharui kmbali,,agar bisa lebih baik untuk di gunakan,",1,Negatif
Lain kali permudah sistem donwload untuk android sama. Bisa ngecek siapa yg udah ngumpulin via Android,5,Positif
Sekedar saran Jagan selalu update aplikasi yaa min karna ramx hp sudah penuh hehee,1,Negatif
"Sangat membantu. Kalau boleh saran, buatkan tampilan agar bisa menjawab komentar orang lain. Dan orang tersebut mendapat notifikasinya (Seperti Facebook). Terima kasih",4,Positif
"Edlinknya suka eror, di buka pasti keluar sendiri, masih enak edlink yang versi lama",3,
"Min kok makin lama edlink ini kok makin gak bagus ya, notifikasi pemberitahuan tidak pernah muncul, jari sampai sampai saya tertinggal kuliah. Mohon di perbaiki lagi ya",1,Negatif
"Suka error gabisa dibuka, loading mulu gabisa masuk jadinya saya suka tidak ikut kelas dan susah mengumpulkan tugas yg dikumpulkan di edlink. Sekarang sudah tidak ada notifikasi. Mohon diperbaiki segera, terimaksih",1,Negatif
"Gara² aplikasi ini tidur saya tidak nyenyak, makan tidak enak, pikiran saya jadi pusing. Makasih lah buat yang udh buat aplikasi ini.",5,Positif
Edlink sangat membantu saya dalam proses belajar Dan juga banyak menginformasikan ilmu lewat hal -hal pendidikan yang dibagikan diedlink.,5,Positif
"Bagus sekali apknya ,cuma kadang suka eror tetapi harus di perbaharui lagi baru bagus lagi",4,Positif
Edlink baru minta update kok rada2 error' gak mau kebuka beranda nya..🤦,1,Negatif
Ada notif minta update. Klik lah update. Ga bs2. Akhirnya uninstal. Coba download lg. Eror ga bs dondload2. Sinyak bagus tpi ga bs download jg. Sinyal muter2 dr smlm. Udah coba direstrt hp ny ttp ga bs. Super bad jelek sejeelek2nya !!!!!!,1,Negatif
Aplikasi ini sangat bermanfaat dan membantu saya dalam proses kuliah. Love edlink,5,Positif
Ini kenapa gak bisa buka tugas sama kolom komentar. Aku instal ulang juga lama progresnya. Kirain kuota ku tapi buka YouTube lancar lancar aja tolong dong ini urgent mau kuisss ni😭😭😭😭,1,Negatif
"Min tolong buat penyimpanan personalnya kan cuma 100 MB, tambahin kapasitasnya yaa, soalnya kalau upload tugas kadang gk bisaa, karena udah full penyimpanannya, kalau yg udah ke upload di hapus, nanti tugas yg dlunya dikirim malah hilang 😭",4,Positif
"User interface ribet, tidak bersahabat dengan pengguna. Dan tidak bisa mengunduh file materi",1,Negatif
terdapat kesalahan pada saat saya mau membuka coment pasti loadingnya lama dan setelah itu langsung saja kembali ke layar utama,4,Positif
"Nggak bisa di buka loading terus pada hal internet lancar, mau ngumpulin tugas kuliah nggak bisa, mohon di perbaiki",1,Negatif
Edlink sangat membantu selama perkuliahan online ..Terima Kasih edlink,5,Positif
Makin hari edlink makin rusak bahkan notifikasi tidak berfungsi sama sekali saya jadi lambat kuliah dan lambat mengumpulkan tugas Dikarenakan Notifikasi yang rusak,1,Negatif
Mantap luar biasa....tapi kadang2 susah pas aplod tugas,5,Positif
Terimakasih atas pembaruannya Jadi semakin mudah,5,Positif
Kenapa wdlink saya gak bisa d buka Cuman gambarnya aja.apa solusi nya,1,Negatif
"Dulu saya pernah mendaftarkan Edlink terus sudah lama tidak saya pakek terus ini saya ganti hp saya login ke akun lama saya tidak bisa terus saya daftar ulang tulisannya sudah terdaftar ini emang gak boleh pakek edlink ya saya, saya juga sudah kirim email juga",1,Negatif
"Keren bgt, dan permudah mahasiswa utk belajar secara OL.",5,Positif
"Memilih metode absensinya error, tidak bisa dipencet pilihannya, mohon developer segera memperbaikinya",4,Positif
"Aplikasinya sering error', padahal sinyal saya bagus tetapi tertulis periksa jaringan anda . Saya mau absen jd susah. Tolong diperbaiki",2,Negatif
Kenapa selalu error gitu sih?? kuliah terbengkalai kalau begini terus. Mohon tindakan agar kedepannya bisa lebih baik,1,Negatif
"Sering Error,trus minta update terus",1,Negatif
Payah.. kok edlink skrg gak ada nitif kalau dosen ngasih materi. Patch sebelumnya lancar jaya,3,
Saya kasih bintang satu karna sering banget di minta update kalu satu bulan 1 kali gak papa tapi ini satu bulan bisa 2 kali😣,1,Negatif
"Aku sangat menyukai apk ini karena bagus banget buat ngumpulin tugas menerima, dan pemberitahuan dari setiap materi yang akan diberikan oleh dosen😊",3,
Kenapa edlinknya tidak bisa diperbaharui?,5,Positif
Aplikasinya bagus...cuman mengapa selalu error ketika saya buka. Padahal aplikasi ini sangat penting bagi saya sebagai pembelajar...tolong diperbaiki lah...,2,Negatif
Ini bgmna cara pake aplikasi edlinknya biar bisa lihat materi yang di berikan sma dosen.,1,Negatif
Update nya ko nga bisa lama benget,1,Negatif
"Min kenapa si sring eror, minta di perbarui padahal ga ada perbarui di play store, kan jadinya ga bisa dibuka ini solusinya gmna.",1,Negatif
"Ini kok minta di perbarui,, tapi di buka di play store gak ada pembaruan????",2,Negatif
"Ingin kirim screenshot an nya tapi gpp deh. Min, kenapa ya gabisa dibuka padahal udah di update bbeberapa kali. Udah di uninstal pasang lagi, gitu aja terus. Masih gabisa masuk duh.",5,Positif
Di update beberapa kali tetapi pas dibuka kembali apk nya malah di suruh update lagi,1,Negatif
Updateeee Tapi Tak bisa di Update,2,Negatif
Alhamdulillah.. Aplikasi ini cukup membantu dan cocok digunakan dalam pembelajaran online,4,Positif
"Aduh gw sudah update tapi masih di suruh update lagi,dan ngk bisa masuk, gimana ni?:(",2,Negatif
"Maaf ini edlink nya kenapa ya, minta di perbarui. Sekali di perbarui tapi gak bisa juga. Tetap juga keluar.",1,Negatif
"Setelah diperbaharui, sangat loading saat ingin meng upload tugas",3,
Udah diperbarui kok masih belum bisa masuk ya? Sering lemot juga setiap kali dibuka.,3,
Sering loading ga bisa masuk,2,Negatif
"Di suruh update, sudah saya update tetep kembali diminta update, padahal tugas sudah menunggu dri dosen, tolong di perbaiki lagi 🙏",1,Negatif
"Min kenpa yah, aplikasinya sering eror ? Dan selain itu biasanya kalau aplikasinya eror kita bisa login melalui web, tapi skrg tidak bisa..?",1,Negatif
"Loading ya lama bgt, padahal sinyal full tp muncul trs terdapat gangguan jaringan. Mohon perbaikan ya 🙏",2,Negatif
"Pake data ataupun wifi ga ada pengaruh sedikitpun, tetap saja lelet dan selalu ada pemberitahuan sambungan anda putus, padahal mke Yt dan apk lainnya lanjar jayaaaaa, mohon klarifikasinyaaaaa🤗",1,Negatif
"Kadang error, saya kadang telat masuk jam kuliah soalnya edlink ny suka kluar sendiri..",1,Negatif
Suka lama kalau ngirim tugas selebihnya sih bagus,4,Positif
"Tolong untuk koneksinya diperbaiki diaplikasi android ataupun di web/di pc sering down, tolong diperbaiki",2,Negatif
Nanti di tambah bintang nya kalo udah lancar make apk nyaa 🙂🙂,2,Negatif
"Mantap, aplikatif, efektif dan efisien",5,Positif
"Sinyal bagus tapi tetap tidak masuk, *pastikan jaringan wifi tersedia* padahal sinyal mangpret bro",1,Negatif
Uploadnya tugasnya lama sampe abis waktunya😠,1,Negatif
"Saya sering mengirim tgs le dosen, terus di apk tertulis dikirm, tapi pas liat daftar orang yg mengumpulkan tgs nama saya gak ada, padahal saya udah ngirim tgs lohh dan akhrinya saya gak dapat nilai",2,Negatif
"Setelah di update, saya share link google form, malah tidak bisa di klik sama mahasiswa. Semester depan, saya tidak mau pakai Edlink lagi.",1,Negatif
Kok aplikasi edlink ny gk bisa kebuka... Ada tampilan pembaruan dan keluar.. Di klik pembaruan kagk muncul apa2,1,Negatif
Lag terus kirim jawaban. Upload jawaban lama banget ada batas waktu juga,1,Negatif
Aplikasi down terus mau ngirim tugas jd susah padahal waktu mepet,1,Negatif
"Lola parah, gabisa login, udh login gabisa masuk kelas,, tolong di perbaiki. Mau UAS nih. Jangan sampe lagi uas kayak gini",4,Positif
Dengan aplikasi ini sangat membantu sya dalam artian tidak perlu kekampus dirumah saja bisa kuliah.,4,Positif
tolong perbaiki donk sering eror tidak seperti versi yang lama,1,Negatif
"Untuk quiz lemot sekali. Pdhl saya sudah pilih jwbn yg benar, ttp error jadi 0 .",1,Negatif
"Teruntuk edlink yang terhormat, tolong jangan banyak update lah, di masalah jaringan nya tolong jangan harus selalu jaringan bagus, ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus, dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error",1,Negatif
Ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate. Tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu. Kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi.,1,Negatif
"Kenapa aplikasinya jadi sering down sih, kalau mau ngirim tugas suka loadnya lama, nah pas cobain Ke instagram sinyalnya bagus kok, speednya juga bagus, pas ngirim tugas di edlink malah down banget, pliss kenapa sih :(",2,Negatif
"berkat aplikasi ini, banyak nilai saya yang hancur. terima kasih edlink . dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini. terlalu mudah kena spam, sehingga dalam memeriksa tugas, dosen banyak yang lalai. Saran, jika tugas yang mahasiswa upload tidak di nilai dosen, ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut. notifikasi berulang jika masih tidak di nilai si dosen :) aplikasinya sudah bagus, cuma masih banyak kelemahan",5,Positif
"Ketika mau buka edlink lama banget terkadang jg gak mau dibuka, padahal jaringan penuh.",3,
"Jelek banget apknya, suka eror. ih gw benci dosen gw yang mewajibkan pake apk ini.Padahal kredibilitasnya juga kasih dipertanyakan. Bintangnya aja 3.1, entah pencipta apk ini siapanya dosen gw 😒",1,Negatif
"Tolong tambahkan halaman khusus untuk tugas-tugas dihalaman utama, soalnya kadang gak sadar kalau ada tugas yang lain.",4,Positif
"GAUSAH DI DOWNLOAD , BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT . SOAL DI KUIS TIDAK BISA KEGANTI , LOADING LAMA .",1,Negatif
Muda2han kedepannya app ini makin baik dan nyaman di gunakan,5,Positif
"Aplikasi sering error, kadang buka materi gamau, saat mengerjakan quiz loading kw soal selanjutnya lama, hasil nilai quiz tidak sesuai dengan soal yg benar terjawab. tolong diperbaikin aplikasinya, karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini, terimakasih.",1,Negatif
"Kalau ada quiz lelet banget. Jawaban tidak terkonfirmasi, habis waktu buat nungguin loading, di akhir gabisa ngirim jawaban. Padahal udh jawab benar semua malah dapat 0 luar biasa wkwkwkwk.",1,Negatif
"Edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai 0, saya protes ke dosen tidak diterima, sudah 5 saya mendapatkan 0 dalam qius tersebut karena kesalahan edlink ini, apakah edlink bisa memperbaiki nilai saya yang 0 tersebut karena sering server down ini, tidak bisa, buat aplikasi yang benar lah, perbesar kapasitasnya, anda bisa menjawab minta maaf tapi saya mengulang 1 semester untuk 1 mata kulia tersebut.",1,Negatif
"Kak, saran yang kemarin kakak bilang itukan hanya berlaku buat dosen. Saya mahasiswa kak. Kami juga sekarang mulai kirim tugas lewat email karena edlink gitu. Penyimpanan nya benar-benar GK bisa dihapus kak. Bukan hanya saya. Teman satu kampus semua gitu. Sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain. Mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa, saya bisa infokan ke teman-teman saya",2,Negatif
Edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus😓,2,Negatif
Tolong tambahkan progress pengiriman upload file ke cloud/ penyimanan pribadi dan tambahkan pemilihan lebih dari satu saat upload ke penyimpanan cloud. Serta pecepat respon server dan perhalus user interaface nya agar lebih nyaman saat menggunakan EdLink. Sisanya udah bagus.,3,
kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny,2,Negatif
"Terimakasih edlink... berkat aplikasi ini saya terbantu dalam ujian dan saya berhasil mendapatkan nilai yg sangattttt wow, kebanyakan mutar2 aja",3,
"Perbaiki masalah ketika meng-upload file yang berukuran besar, selalunya ketika meng-upload video terjadi masalah jaringan padahal jaringan dalam kondisi yang baik-baik saja, pakai Wi-Fi pun butuh waktu yang lama ketika melakukan upload.",2,Negatif
Rugi nilai..... cepetin lagi ya kualitasnya jangan lemot.. soalnya saya mahasiswa ngerjar nilai. Makasih,2,Negatif
"Kok beberapa hari ini setiap buka apk nya eror mulu ya, pdhl dari kemarin lancar aja. Tolong di fix admin",2,Negatif
Mohon maaf kak edlink setelah di upgrade kok jadi lebih susah dalam upload tugas terus kalau ada pemberitahuan tidak muncul di layar hp,1,Negatif
"Senang karena nyaman dilihat apk setelah pembaharuan, ada kemajuan..🤗 mudah dimengerti, Sangat bermanfaat bagi perkuliahan online♥️ terimakasih :)",5,Positif
loading nya lama bangat tolong dong di perbaiki,1,Negatif
"Pas buka PUBG, ML, FF, GENSIN INMPACT lancar, giliran buka aplikasi ini tiba-tiba loading terossssss",1,Negatif
"Hallo kak , kenapa ya saya mau upload tugas tapi ga keupload terus , bahkan ada tulisan gangguan jaringan periksa koneksi terus padahal sinyal full kuota juga masih banyak 🙏",3,
"Edlink makin hari kok makin banyak eror nya si :( aku mau ngirim tugas makalah tulisan nya periksa koneksi terus padahal sudah pakai wiffi sama data tetap aja. Sampe deadline nya kelewat, capek capek ngerjain 😌 malah gk dapet nilai makasih edlink",1,Negatif
Aplikasi edlink ini sangat bermanfaat bagi saya karena dapat membantu saya melakukan kuliah online,5,Positif
"Down server terus ah jelek. Mau upload tugas pas deadline malah ga bisa buka. Apk bagus lah, lebih bagus di hapus.",1,Negatif
"Lebih bagus yang versi lama, versi baru ini menyusahkan, loadingnya lama untuk scroll ke bawah pun susah, padahal kamaren itu udah bagus banget",1,Negatif
"Ini aplikasi bukannya bikin bantu mempermudah pembelajaran dimasa pandemi,tapi malah mempersulit,sering ngadat dan harus bolak balik donlot. Diwaktu UAS malah ngadat , Menyebalkan,",1,Negatif
"Kebanyakan loading , upload tipe kb aja lama loadingnya padahal sinyal bagus",1,Negatif
"Mohon maaf nih,saya akan menyampaikan keluhan saya ketika memakai Edlink terkadang ketika Daring nih aplikasi membuat saya kesal karena tidak bisa dibuka sehingga sering membuat saya tidak bisa mengerjakan tugas"" yang telah diberikan oleh Dosen. Mohon kepada pihak Deploper Edlink agar diperbaiki segera",2,Negatif
"Kenpa sya mau mengupload tugas tapi tdk bisa, katanya sudah penuh penyimpanan edlinknya",3,
"Edlink saya dari pagi gak bisa di buka min. Sudah saya hapus dan download ulang tapi sama saja, tidak masuk ke aplikasi malah muter terus😑😑 Itu gimana yah min. Mohon bantuan nya🙏🙏",2,Negatif
"Edlink kenapa gabisa dibuka terus, udah beberapa kali uninstall terus install lagi tapi tetep gabisa dibuka load terus, padahal jaringan bagus, udh coba pake wifi jg tetep gabisa.. tugas kuliah saya mana numpuk lagi duhhh",1,Negatif
"Kenapa setelah di update, notifikasinya tidak muncul lagi ya kak? Mohon informasinya",4,Positif
"Kenapa jam di edlink tidak sesuai dengan jam atau waktu yang sebenarnya saat mengerjakan kuis juga tidak bisa, soal hanya mucul sebentar kemudian langsung keluar sendiri",3,
"Ini edlink aps sama yg di web hari ini susah kali masuk nya, gangguan kah..",1,Negatif
"Krn aplikasi ini tdk bagus menurut sya, krn knp loading terus",1,Negatif
Sangat berguna dan saya selalu mendapat informasi terbaru,5,Positif
"Edlink sarap lemot muter muter terus kerjaanya loding lama, gara gara sia aing telat ngerjakeun tugas, mau ngumpulin tugas loadingnya lama bet dah",1,Negatif
"Parah nih aplikasinya, masa kelas gk bisa dibuka. Klik kelas malah keluar sendiri dari aplikasinya. Mana lg ujian",2,Negatif
"Aplikasi yang sering kena gangguan. tolonglah benahi aplikasi ini, mengingat aplikasi ini merupakan salah satu aplikasi pembelajaran yang vital di tengah pandemi corona ini!",1,Negatif
"Rusak ni apps masa jaringan saya 4G+ download up to 10mb/ps ketika buka ni apps loading lama, terdapat gangguan di jaringan anda lah gblk emg mau ngumpul tugas aja susah banget tolong di perbaiki min tod",1,Negatif
"Apk anjim, mempersulit hidupku di masa kuliah online. Servernya selalu down setiap hari. Cuma ngambil keuntungan aja disaat pandemi.",1,Negatif
"Aplikasi dibuka ga bisa buka, sering error #rrqwin #vivabtr",1,Negatif
"Saya Sangat Terbantu Dengan Adanya Aplikasi Ini,Mudah Utk Dimengerti🙏",5,Positif
Awalnya aplikasinya lancar2 saja Tapi belakangan ini sering error Tidak bisa dibuka aplkasi nya padahal jaringan saya full Mohon diperbaiki,5,Positif
susah milih file disaat mau ngumpulin tugas harus satu-satu sampe saya ga bisa ngumpulin dikarenakan repot sama file,3,
"Cukup kecewa sama edlink yang sekarang, karena saat ingin membuka tugas malah force close. Mohon untuk segera diperbaiki",2,Negatif
"Aku ga bisa masuk edlink, loading mulu muter2 doang....",2,Negatif
"Kenapa akun edlink saya sering sekali tidak dapat dibuka, dan yang paling menyebalkan adalah saya sering alfa karna aplikasinya tidak dapat dibuka, padahal jaringannya saya baik-baik saja, auto turun nilai kuliah saya🔥",3,
Sangat kecewa karna sudah seminggu ini setiap upload file tugas keterangannya penyimpanan melebihi batas. Dan disuruh upgrade terus padahal tugas sangat banyak 😭 Tolong diperbaiki untuk kapasitas penyimpanan maksimalnya karna file yg dikirim tidak hanya berukuran kecil 🙏🏻,1,Negatif
"Sehabis di perbarui jadi sering gak bisa dibuka, terus keluar sendiri. Padahal awalnya bagus banget sekarang ko jadi gini.",1,Negatif
Error terus.... Mohon diperbaharui sistemnya biar lebih cepet dan gak suka error' lagi.,1,Negatif
"Kurang min. Masih kurang dlm masalah penyimpanan. mau pindahin dr personal ke perguruan tinggi ga bisa katanya upgrade dlu, maksud nya apa?. Tolong kasih tips untuk masalah penyimpanan min. masa depan masih panjang 😂 sempat w masih mau kirim tugas malah penyimpanan dah habis 🙏mohon bantuan nya min👍",4,Positif
Kenapa setelah di update di menu kelas akdemik jadwalnya kosong padahal di aplikasi punya teman ku yang belum di apdate ada,1,Negatif
Saya merasa kecewa dgan fitur baru app ini tidak berjalan baik seperti dulu kala...ohhhhhh mengapaaaaaa,2,Negatif
"Ngirim tugas lemkt kali,setelah itu gabisa masuk edlink lagi yg tolong perbaiki lah",1,Negatif
Sering tidak dapat tehubung ke server,4,Positif
"Apps belajar kurang ajr, mau kumpul kan tugas malah nge lag parah pas upload file, auto abis lah dead line nya, servis lagi lah ni app, supaya pas kumpulkan tugas ada kompensasi upload nya",1,Negatif
Aneh masa saya tidak bisa menghapus file yg telah lama tidak dipakai,2,Negatif
kepada pihak edlink. mengapa ya edlink saya tidak bisa mengirim tugas?saya kesulitan mengirim tugas tapi tidak bisabisa terupload pdf saya,2,Negatif
Kenapa edlink versi terbaru ribet amat. Digunakan. Jadi malah bingunk Lebih bagus yang versi lama,1,Negatif
"Notif Tugas dan Quiz sering tidak muncul, membuat beberapa tugas saya tidak bisa disubmit dan akhirnya nilai saya jelek.",1,Negatif
"Serius makin ribet benar ini edlink, gak bisa kebuka lah, lodingnya buat ribet, apa gak ada versi lain",1,Negatif
Aplikasi nya lumayan mudah diakses. Tapi kalau bisa kolom komentar otomatis terperbaharui. Biar saat melakukan diskusi via EdLink tidak perlu harus keluar masuk dulu tuk dapat update komentarnya.,4,Positif
Aplikasinya bagus dan sangat membantu para pelajar,4,Positif
"Setelah update ada bug. Sudah berkali-kali terjadi, mau buka materi, komentar, kuis tidak bisa. Mohon diperbaiki secepatnya, karena saya tidak bisa absen selama 2 Minggu di komentar",2,Negatif
"Versi lama lebih mudah untuk digunakan, kenapa malah versi terbarunya jadi makin buat sistem lambat. Tidak bisa di scroll pada bagian kelas akademik mohon diperbaiki sistemnya",1,Negatif
"Mohon di perbaiki lagi, aplikasi ini setelah di update sering keluar sendiri, untuk kedepannya harus di perbaiki lagi",1,Negatif
"Kenapa tiba tiba forceclose sendiri ? Mohon diperbaiki ,agar kenyamanan belajar siswa dapat terpenuhi",1,Negatif
"Bisa keluar sendiri, dan lewat HP susah ngerjakan tugas dan kirim tugas nya ribet, tolong perbaiki, Terima kasih",1,Negatif
"Edlink setelah di upgrade kok jadi nggak jelas cara pengiriman tugas makin ribet, kuis nggak ada waktu. Saya lebih suka tampilan dan sistem edlink dahulu dari pada sekarang , Terimakasih",1,Negatif
"Bagus banget aplikasi ini dan membantu dalam kuliah jarak jauh selama ini 🥳🎉👍. Hehehe baru saja masuk kuliah, eh pembelajaran jarak jauh, sedih banget dan nggak bisa ketemu dengan temen-temen ರ_ರ",5,Positif
Untuk tab samsung nggak kompatible ya.. kok nggak bisa jalan. Install bisa tapi ketika dibuka langsung mati,5,Positif
"Mohon bantuannya karena Aplikasi sering keluar sendiri/berhenti,tidak bisa copy dan paste serta postingan lama sering tampil di atas sehingga membingungkan,data terbaru tidak sinkron (untuk yang di web:tugas sudah dikerjakan dan dikirim namun masih terlihat diberanda bahwa tugas belum di kerjakan),password sudah di ganti pun masih tetap yang berlaku password yang lama,saya menggunakan Android v.9,dan kejadian ini pun berlaku juga di laptop, terima kasih.",1,Negatif
"Applikasi sering force close, entah beda update informasi dengan yang versi web, saya sering menemukan perbedaan jam update berita mengenai perkuliahan antara versi app dengan versi web. Mohon untuk pengembangannya dalam proses update data/informasi, agar sama antara versi web sdengan versi app. Untuk app, jika scrol ke berita yg lama, lebih sering force close. Entah kinerjanya menurun karena terlalu banyak data atau ada kendala pada saat proses pengambilan data yang lebih lama. Terimakasih,.",2,Negatif
"Setelah update malah jadi ribet, suka berhenti dan keluar sendiri, terus file yang kemaren-kemaren hilang susah di download, tolong perbaiki dan kembalikan ke seperti semula.",1,Negatif
"Knp setelah di update malah makin BOBROK?? Masa sy nggak bisa scroll ke atas trus gw pencet sesi-4, eh yg muncul malah sesi-14 😡. TOLONG DI PERBAIKI SEGERA KARNA APK INI DIBUTIHKAN BUAT JALANNYA PERKULIAHAN. MASA NILAI SY ERROR GEGARA APK BOBROK SIH!!",1,Negatif
"mohon maaf sebelumnya. apk terbarunya pas di upgrade makin ngawur, dosen udah upload materi udah lama di mahasiswanya malah pas akhir akhir gitu. atau kadang uploadnya kemarin dapat notifnya hari ini",1,Negatif
