content,score,label,txt
"Maaf untuk komen sy yg tidak menyenangkan kemarin Sy hanya emosi karna sulit skali pada waktu ujian, skali lagi maaf Trimakasih🙏🏿",5,Positif,maaf untuk komen sy yg tidak menyenangkan kemarin sy hanya emosi karna sulit skali pada waktu ujian skali lagi maaf trimakasih
updatenya terlalu besar sehingga data pada hp tidak mencukupi sehingga terpaksa harus harus instalan apk lain.,1,Negatif,updatenya terlalu besar sehingga data pada hp tidak mencukupi sehingga terpaksa harus harus instalan apk lain
"Terlalu sering memperbarui, jadi kelasku terhambat😖",1,Negatif,terlalu sering memperbarui jadi kelasku terhambat
"Setiap d refresh akunya selalu keluar minta login lagi, lebih enak pake yang lama",2,Negatif,setiap d refresh akunya selalu keluar minta login lagi lebih enak pake yang lama
"Kenapa setelah di perbaharuui justru mempersulit pemakainya ? Kemaren kemaren aplikasi nya sangat membantu hlo. Saya bisa ngliat tugas udah dikumpulin belum,tugas yang ngumpulin siapa aja dan bisa diubah jika ada kesalahan. Setelah diperbaharui malah jadi ga nyaman. Ayolah support kita mahasiswa mahasiswi yang menggunakan aplikasi ini. Tolonggg bangett",2,Negatif,kenapa setelah di perbaharuui justru mempersulit pemakainya  kemaren kemaren aplikasi nya sangat membantu hlo saya bisa ngliat tugas udah dikumpulin belumtugas yang ngumpulin siapa aja dan bisa diubah jika ada kesalahan setelah diperbaharui malah jadi ga nyaman ayolah support kita mahasiswa mahasiswi yang menggunakan aplikasi ini tolonggg bangett
Terima kasih membantu untuk pembelajaran secara daring,4,Positif,terima kasih membantu untuk pembelajaran secara daring
Bisa gak apk nya di apus dri play store? Gak guna soal nya lemot...,1,Negatif,bisa gak apk nya di apus dri play store gak guna soal nya lemot
Bikin pening mahasiswa tugas selalu numpuk di kejar waktu .awal nya si yes apknya lama lama kok loading lama ..,1,Negatif,bikin pening mahasiswa tugas selalu numpuk di kejar waktu awal nya si yes apknya lama lama kok loading lama 
"Disini saya kecewa dikarenakan Edlink susah dibuka kalo pake internetan dari kartu Indosat padahal kuota unlimited dipake buat medsos,game mobile,mbah google baik2 aja bahkan lancar kecepatan juga mbps giliran pake buat buka edlink malah loading terus, lemot kayak nggak ada kuota, malah kecepatan berubah 0,00 kbps, Parahhhh,,, terus juga kalo pake hp iPhone malah dibatesi mulai dari cara download tugas/kumpul tugas dll",2,Negatif,disini saya kecewa dikarenakan edlink susah dibuka kalo pake internetan dari kartu indosat padahal kuota unlimited dipake buat medsosgame mobilembah google baik aja bahkan lancar kecepatan juga mbps giliran pake buat buka edlink malah loading terus lemot kayak nggak ada kuota malah kecepatan berubah  kbps parahhhh terus juga kalo pake hp iphone malah dibatesi mulai dari cara download tugaskumpul tugas dll
"Kenapa setelah diperbarui tambah jelek aplikasinya, bagusan edlink yg lama, mohon diperbaiki demi kenyamanan",1,Negatif,kenapa setelah diperbarui tambah jelek aplikasinya bagusan edlink yg lama mohon diperbaiki demi kenyamanan
Kenapa ketika di perbaharui kita tidak bisa lagi melihat anggota kelas kita yang sudah mengumpulkan tugas?,2,Negatif,kenapa ketika di perbaharui kita tidak bisa lagi melihat anggota kelas kita yang sudah mengumpulkan tugas
"Setelah diperbaharui, aplikasi menjadi lebih baik. Sukses EdLink.",5,Positif,setelah diperbaharui aplikasi menjadi lebih baik sukses edlink
Sangat membantu sekali bagi siswa sampai mahasiswa,5,Positif,sangat membantu sekali bagi siswa sampai mahasiswa
Mohon d adakan notifikasi jika ada dosen yang mempost di edlink.. biar kami lebih cepat merespon,4,Positif,mohon d adakan notifikasi jika ada dosen yang mempost di edlink biar kami lebih cepat merespon
Sering ada gangguan pada aplikasinya,2,Negatif,sering ada gangguan pada aplikasinya
Edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus corona/covid-19 ini. Terimakasih edlink 👍👍,5,Positif,edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus coronacovid ini terimakasih edlink 
"LEMOT AMAT SIH APLIKASI, JARINGAN BAGUS KOK NGADAT APLIKASI NYA.",1,Negatif,lemot amat sih aplikasi jaringan bagus kok ngadat aplikasi nya
ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan,1,Negatif,ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan
"Lambat, telat ngumpulin tugas gara gara server down",1,Negatif,lambat telat ngumpulin tugas gara gara server down
Aplikasi tolol ngebug mulu Maintenance mulu bisa apa sih,1,Negatif,aplikasi tolol ngebug mulu maintenance mulu bisa apa sih
"Kenapa cuma bisa upload gambar dan dokumen saja, saya mau upload video tapi tidak ada pilihan untuk kirim video",2,Negatif,kenapa cuma bisa upload gambar dan dokumen saja saya mau upload video tapi tidak ada pilihan untuk kirim video
kenapa gk bisa download aplikasi Edlink.. hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data. mqn karna dan mungkin sebab apa y,1,Negatif,kenapa gk bisa download aplikasi edlink hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data mqn karna dan mungkin sebab apa y
Knapa saya kasih bintang satu. Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya 0,1,Negatif,knapa saya kasih bintang satu karena nilainya tidak memuaskan eror mulu aplikasinya saya udh bener semua tapi tetep nilainya 
"Kadang error , tapi lumayan tingkatkan",5,Positif,kadang error  tapi lumayan tingkatkan
Sangat membantu saya dalam perkuliahan. Serta memperoleh informasi yang bermanfaat,5,Positif,sangat membantu saya dalam perkuliahan serta memperoleh informasi yang bermanfaat
"Gak ngerti lagi sih nih aplikasi gimana. Server sering down, lemott buat login pdhal signal mendukung, loading aja terus, sering error juga apalagi kalau soal ujian disertai gambar. Ya semoga kedepannya bisa lebih baik",1,Negatif,gak ngerti lagi sih nih aplikasi gimana server sering down lemott buat login pdhal signal mendukung loading aja terus sering error juga apalagi kalau soal ujian disertai gambar ya semoga kedepannya bisa lebih baik
"Mudah dalam belajar online , praktis dan efisien dakam berkomunikasi .....thank you very much edlink",5,Positif,mudah dalam belajar online  praktis dan efisien dakam berkomunikasi thank you very much edlink
Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen ... Edlink jaya,5,Positif,keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen  edlink jaya
"Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website , ketika kami mengetik , secara bersaman di forum kelas , saya sangat terganggu dengan fitur notice writing nya , itu akan menggangu dan memperlambat waktu ketika kita mengetik",1,Negatif,tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website  ketika kami mengetik  secara bersaman di forum kelas  saya sangat terganggu dengan fitur notice writing nya  itu akan menggangu dan memperlambat waktu ketika kita mengetik
Aplikasi edlink sangat berguna / bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,5,Positif,aplikasi edlink sangat berguna  bermanfaat sekali dalam perkuliahan atau pengumpulan tugas
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",5,Positif,alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring sehingga tidak ketinggalan materi pembelajaran terimakasih edlink atas dedikasinya 
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,5,Positif,lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",1,Negatif,ya aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang yaitu situasi pandemi corona virus covid dimana dalam situasi sekarang kita dituntut untuk di rumah saja bekerja dari rumah sdan belajar dari rumah oleh karena itu aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan terimakasih
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",1,Negatif,maaf kasih bintang  aja sebelum ada perbaikan karena setiap upload tugas nunggu nya bermenit bahkan keseringan gagal kalo bukan karena tugas kuliah kagak mau ngedownload
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",5,Positif,terima kasih apl edlink dengan adanya aplikasi ini saya dan temanteman serta dosen merasa lebih terbantu segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,5,Positif,sangat berguna banget dong y edlink di tengah tengah wabah corona  terimakasih sudah hadir
Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi . Apalagi dengan kondisi sekarang kita sedang menghadapi .bencana yang .luar biasa.Maka dari itu kita. Harus stay di rmah aja ya .hal tersebut dapt membantu tenaga medis dan pemerintah.namun hal tersebut tdk membatasi kta untuk terus belajar .dengan adanya .apkl edlink ini kita. Bisa melakukan perkuliahan seperti biasa meskipun kita tdk.bisa berhadap muka .secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,5,Positif,apkl edlink sangat berguna bagi mahasiswa dan mahasiswi  apalagi dengan kondisi sekarang kita sedang menghadapi bencana yang luar biasamaka dari itu kita harus stay di rmah aja ya hal tersebut dapt membantu tenaga medis dan pemerintahnamun hal tersebut tdk membatasi kta untuk terus belajar dengan adanya apkl edlink ini kita bisa melakukan perkuliahan seperti biasa meskipun kita tdkbisa berhadap muka secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda
"Yaaah, good lah sebagai aplikasi penunjang kuliah online saat pandemi covid-19 saat ini. Walaupun ada beberapa kekurangannya tapi mantap lah",5,Positif,yaaah good lah sebagai aplikasi penunjang kuliah online saat pandemi covid saat ini walaupun ada beberapa kekurangannya tapi mantap lah
"Aplikasi edukasi edlink ini cukup bagus, mempermudah mahasiswa jika mendapat tugas dari dosen, aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa",4,Positif,aplikasi edukasi edlink ini cukup bagus mempermudah mahasiswa jika mendapat tugas dari dosen aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa
Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu.... 👍👍👍👍,5,Positif,aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu 
"Edlink sangat berguna banget untuk perkuliahan. Apalagi sekarang harus #stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah. Sistem nya juga bagus, seperti mempermudah dosen dalam meng-absen mahasiswa yang sudah login dan membuka materinya, keliatan siapa yang ngumpul tugas pertama sampai yang terakhir, bisa liat nilai kita gimana secara detailnya berapa. Sistem nya terperinci deh pokoknya, jadi gampang aksesnya.",5,Positif,edlink sangat berguna banget untuk perkuliahan apalagi sekarang harus stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah sistem nya juga bagus seperti mempermudah dosen dalam mengabsen mahasiswa yang sudah login dan membuka materinya keliatan siapa yang ngumpul tugas pertama sampai yang terakhir bisa liat nilai kita gimana secara detailnya berapa sistem nya terperinci deh pokoknya jadi gampang aksesnya
"Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid19. Harapannya semoga aplikasi ini terus ditingkatkan fitur-fiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif. Terimakasih, EdLink keren !",5,Positif,aplikasi edlink sangat membantu dalam situasi perkuliahan daring selama pandemi covid harapannya semoga aplikasi ini terus ditingkatkan fiturfiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif terimakasih edlink keren 
"Tingkatkan terus min, sangat membantu dalam perkuliahan, aplikasi nda ribet mudah di mengerti, dan sangat cocok bagi yang masih awam , sangat suka",5,Positif,tingkatkan terus min sangat membantu dalam perkuliahan aplikasi nda ribet mudah di mengerti dan sangat cocok bagi yang masih awam  sangat suka
"Aplikasi Edlink sangat bermanfaat bagi semua peserta didik. Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa. Jadi adik-adik SMA yang akan tamat tahun ini, jangan pusing-pusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa, instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adik-adik 😉. Bukan hanya itu saja, melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho. Seru banget lho",5,Positif,aplikasi edlink sangat bermanfaat bagi semua peserta didik contohnya saja mengenai informasi perguruan tinggi yang memberikan beasiswa jadi adikadik sma yang akan tamat tahun ini jangan pusingpusing lagi untuk mencari perguruan tinggi mana yang memberika beasiswa instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adikadik  bukan hanya itu saja melalui aplikasi edlink ini juga kita bisa mengikuti kulon dengan para dosen lho seru banget lho
"Edlink sangat membatu sekali dalam kuliah online, aplikasinya mudah diakses kapanpun terimakasih edlink",5,Positif,edlink sangat membatu sekali dalam kuliah online aplikasinya mudah diakses kapanpun terimakasih edlink
"ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona, bingung mencari solusi untuk belajar online bersama di rumah,? Kini edlink menjadi solusinya, apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi. Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona. Succes for edlink.",5,Positif,ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona bingung mencari solusi untuk belajar online bersama di rumah kini edlink menjadi solusinya apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona succes for edlink
"Edlink sangat inovatif, mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran e-learning",5,Positif,edlink sangat inovatif mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran elearning
"Edlink sangat berguna, Khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musim-musimnya kuliah online uuuh pokonya edlink sangat berguna👍👍👍",5,Positif,edlink sangat berguna khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musimmusimnya kuliah online uuuh pokonya edlink sangat berguna
"Dengan adanya aplikasi Edlink ini,semua pelajar,mulaui dari tingkat SD sampai perguruan tinggi sangat terbantu dan berterima kasih,semoga Edlink makin meningkat dalam pelayanan maupun fitur-fitur nya, aamiin",5,Positif,dengan adanya aplikasi edlink inisemua pelajarmulaui dari tingkat sd sampai perguruan tinggi sangat terbantu dan berterima kasihsemoga edlink makin meningkat dalam pelayanan maupun fiturfitur nya aamiin
Edlink sangat membantu dalam perkuliahan... Seolah tak ada jarak yang memisahkan & bisa mengambil posisi paling PW saat mengikuti kelas😁😁😍😍,5,Positif,edlink sangat membantu dalam perkuliahan seolah tak ada jarak yang memisahkan  bisa mengambil posisi paling pw saat mengikuti kelas
"Edlink sangat membantu banget bagi perkuliahan, utamanya saat ada tugas dari dosen, gampang cara ngumpulin tugasnya",5,Positif,edlink sangat membantu banget bagi perkuliahan utamanya saat ada tugas dari dosen gampang cara ngumpulin tugasnya
"Belajar tdk mengenal usia dan situasi, asal ada kemauan dan semangat semua jadi mudah",5,Positif,belajar tdk mengenal usia dan situasi asal ada kemauan dan semangat semua jadi mudah
"Alhamdulillah, dengan adanya EdLink ini perkuliahan daring menjadi lancar, karena di EdLink pembelajaran mata kuliah semakin mengasyikkan, bisa dapat pengalaman baru untuk perkuliahan online. Dengan berbagai macam metode, bisa melalui video, penugasan online, bahkan bisa mengunduh materi yang sudah di upload oleh dosen. Jadi, tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini. Semoga, edLink semakin bermanfaat bagi semua orang, terutama bagi anak² di Indonesia.",5,Positif,alhamdulillah dengan adanya edlink ini perkuliahan daring menjadi lancar karena di edlink pembelajaran mata kuliah semakin mengasyikkan bisa dapat pengalaman baru untuk perkuliahan online dengan berbagai macam metode bisa melalui video penugasan online bahkan bisa mengunduh materi yang sudah di upload oleh dosen jadi tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini semoga edlink semakin bermanfaat bagi semua orang terutama bagi anak di indonesia
"Apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya 😍 kuliah memang tidak mudah mau secara langsung ataupun via online. But it's not problem karena ada EdLink, karena tidak ada yg sempurna di dunia ini 🥰",4,Positif,apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya  kuliah memang tidak mudah mau secara langsung ataupun via online but its not problem karena ada edlink karena tidak ada yg sempurna di dunia ini 
"Terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa. Untuk edlink semoga untuk fitur "" nya dapat berkembang terus dan ada fitur "" baru lagi agar dapat memudahkan lagi . ☺️☺️☺️",5,Positif,terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa untuk edlink semoga untuk fitur  nya dapat berkembang terus dan ada fitur  baru lagi agar dapat memudahkan lagi  
"Terima kasih SEVIMA EDLINK. ini sangat membantu loh dalam proses belajar kami, apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat Wabah/peyakit dari Covid-19 yang semakin meningkat. SEVIMA EDLINK juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia Vidio conference.Dimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus. Untuk SEVIMA EDLINK tetap berikan karya-kary terbaru dan menarik untuk kita ya. Makassih🤗😊",5,Positif,terima kasih sevima edlink ini sangat membantu loh dalam proses belajar kami apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat wabahpeyakit dari covid yang semakin meningkat sevima edlink juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia vidio conferencedimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus untuk sevima edlink tetap berikan karyakary terbaru dan menarik untuk kita ya makassih
"Daftar Problem: 1. Saat kirim lampiran foto pada kotak jawaban ketikan, foto malah tidak terbaca pada penerima 2. Kadang tidak dapat notifikasi saat dosen update materi",4,Positif,daftar problem  saat kirim lampiran foto pada kotak jawaban ketikan foto malah tidak terbaca pada penerima  kadang tidak dapat notifikasi saat dosen update materi
"Edlink adalah Aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam 1 genggaman android. Fitur nya lengkap. Dosen bisa upload materi, tugas (ada dedline nya), dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui Edlink yang sudah terhubung ke Zoom. Mahasiswa pun bisa lebih fleksibel dalam perkuliahan. Ada absensi, lihat nilai, upload tugas,profil. Era revolusi industri 4,0. Edlink pilihan tepat. Masalahnya saat terjadi gangguan server.",4,Positif,edlink adalah aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam  genggaman android fitur nya lengkap dosen bisa upload materi tugas ada dedline nya dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui edlink yang sudah terhubung ke zoom mahasiswa pun bisa lebih fleksibel dalam perkuliahan ada absensi lihat nilai upload tugasprofil era revolusi industri  edlink pilihan tepat masalahnya saat terjadi gangguan server
"5 bintang buat aplikasi ini, sgt mmudahkan kgiatan belajar mengajar, lwt apk ini dosen & mahasiswa bs berinteraksi scr online. Aplikasi ini simple digunakan mudahx akses tgs, file lampiran, serta kolom komentar beri jawaban.. Sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung, bs saling komunikasi. Mengenai apk ini yaitu kadang tdk dpt diakses terhubung",5,Positif, bintang buat aplikasi ini sgt mmudahkan kgiatan belajar mengajar lwt apk ini dosen  mahasiswa bs berinteraksi scr online aplikasi ini simple digunakan mudahx akses tgs file lampiran serta kolom komentar beri jawaban sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung bs saling komunikasi mengenai apk ini yaitu kadang tdk dpt diakses terhubung
Saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink,5,Positif,saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink
"Giveaway_agus Bastomi_sebenarnya ini aplikasi ya lumayan bagus,,cukup membantu bagi mahasiswa,,namun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliah,,misalnya 1 jam sebelum kuliah dimulai dan waktu tugas dikumpul",4,Positif,giveawayagus bastomisebenarnya ini aplikasi ya lumayan baguscukup membantu bagi mahasiswanamun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliahmisalnya  jam sebelum kuliah dimulai dan waktu tugas dikumpul
"EdlinkGiveaway_Hidayatullah_Pertama-tama saya berterima kasih kepada aplikasi Edlink, karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid-19, khususnya di tempat sekolah dan kampus/universitas. Semoga aplikasi ini tetap maju kedepannya dan sukses selalu...",5,Positif,edlinkgiveawayhidayatullahpertamatama saya berterima kasih kepada aplikasi edlink karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid khususnya di tempat sekolah dan kampusuniversitas semoga aplikasi ini tetap maju kedepannya dan sukses selalu
"Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun, Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date !",5,Positif,zaman sekarang proses belajar mengajar online yang simple dan efektif cuma di edlink mudah diakses kapanpun dan dimanapun banyak informasi yang bisa didapatkan di edlink dan yang jelas up to date 
"EdlinkGiveaway_FiktorSembiringPandiya_dibikin happy aja bray,edlink buat lu mempermudah belajar, dan terima notifikasi, saat lu lagi #dirumahaja",5,Positif,edlinkgiveawayfiktorsembiringpandiyadibikin happy aja brayedlink buat lu mempermudah belajar dan terima notifikasi saat lu lagi dirumahaja
"Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun, selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif",5,Positif,aplikasi edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun selain itu aplikasi edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif
edlink terbaik . karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,5,Positif,edlink terbaik  karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik
#edlinkGiveaway_Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,5,Positif,edlinkgiveawaymuhajirah aplikasinya sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih
Mudah-mudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink.,5,Positif,mudahmudahan edlink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari edlink
Terima kasih edlink tolo* Karena aplikasi ini Tugas saya tidak terkumpul,1,Negatif,terima kasih edlink tolo karena aplikasi ini tugas saya tidak terkumpul
kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,1,Negatif,kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror
Aplikasinya sering lemot dan eror... Membuat kepala mahasiswa jd pusing dengan aplikasi ini,1,Negatif,aplikasinya sering lemot dan eror membuat kepala mahasiswa jd pusing dengan aplikasi ini
"Tlg dicamkan dan dibaca baik"", upload file lama, sering ngebug. Tolong segera dibenerin. Ni apk penting buat mahasiswa, jadi tlg segera difix masalahnya. Jgn cuman dibaca doang.",1,Negatif,tlg dicamkan dan dibaca baik upload file lama sering ngebug tolong segera dibenerin ni apk penting buat mahasiswa jadi tlg segera difix masalahnya jgn cuman dibaca doang
"Tolong difix, dan tolong dibaca dan dicamkan baik"". Apk sering ngebug, merugikan mahasiswa, upload file lama banget. Tolong dibenerin yg bener supaya ngga merugikan banyak orang, ni aplikasi ptg buat mahasiswa tlg di fix yg bener.",1,Negatif,tolong difix dan tolong dibaca dan dicamkan baik apk sering ngebug merugikan mahasiswa upload file lama banget tolong dibenerin yg bener supaya ngga merugikan banyak orang ni aplikasi ptg buat mahasiswa tlg di fix yg bener
"Terkadang masih sering eror saat mengerjakan ujian, terimakasih",1,Negatif,terkadang masih sering eror saat mengerjakan ujian terimakasih
Ini aplikasi mesti di perbaiki sering banget server error,1,Negatif,ini aplikasi mesti di perbaiki sering banget server error
Kok bentar2 updet .terus abis di update malah ga bisa tersambung ke server,1,Negatif,kok bentar updet terus abis di update malah ga bisa tersambung ke server
tidak konsisten waktu penampilan news,1,Negatif,tidak konsisten waktu penampilan news
Tolong perbaiki server saya tidak bisa buka edlink,1,Negatif,tolong perbaiki server saya tidak bisa buka edlink
Tolong diperbaiki. Kenapa malah gag bisa masuk. Pas masuk muncul kata2 tidak dapat menghubungkan ke server.,2,Negatif,tolong diperbaiki kenapa malah gag bisa masuk pas masuk muncul kata tidak dapat menghubungkan ke server
Servernya sering down... Sebaiknya diperbaiki dulu.. bukan karena kendala signal dan handphone yang kurang bagus😖😖,2,Negatif,servernya sering down sebaiknya diperbaiki dulu bukan karena kendala signal dan handphone yang kurang bagus
Bagus sekali tapi kenapa tiba-tiba edlink nya berhenti,4,Positif,bagus sekali tapi kenapa tibatiba edlink nya berhenti
Belajar makin tambah asyik m jga mkin hemat waktu....belajar bsa dlakukan dmaja aja....ma ksih.....,5,Positif,belajar makin tambah asyik m jga mkin hemat waktubelajar bsa dlakukan dmaja ajama ksih
"Siswa tidak bisa kirim jawaban, tulisan ""Aplikasi terus berhenti""",2,Negatif,siswa tidak bisa kirim jawaban tulisan aplikasi terus berhenti
Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,5,Positif,tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru
Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis,4,Positif,semoga bisa lebih baik lagi appnya skrg udh bisa pakai video dan kuis
