content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"EdlinkGiveaway_Hidayatullah_Pertama-tama saya berterima kasih kepada aplikasi Edlink, karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid-19, khususnya di tempat sekolah dan kampus/universitas. Semoga aplikasi ini tetap maju kedepannya dan sukses selalu...",5,Positif,edlinkgiveawayhidayatullahpertamatama saya berterima kasih kepada aplikasi edlink karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid khususnya di tempat sekolah dan kampusuniversitas semoga aplikasi ini tetap maju kedepannya dan sukses selalu,edlinkgiveawayhidayatullahpertamatama berterima kasih aplikasi edlink karna berkat aplikasi proses belajar mengajar kampus berjalan lancar aplikasi mengatasi penyebaran virus covid sekolah kampusuniversitas semoga aplikasi maju kedepannya sukses,"['edlinkgiveawayhidayatullahpertamatama', 'berterima', 'kasih', 'aplikasi', 'edlink', 'karna', 'berkat', 'aplikasi', 'proses', 'belajar', 'mengajar', 'kampus', 'berjalan', 'lancar', 'aplikasi', 'mengatasi', 'penyebaran', 'virus', 'covid', 'sekolah', 'kampusuniversitas', 'semoga', 'aplikasi', 'maju', 'kedepannya', 'sukses']",edlinkgiveawayhidayatullahpertamatama terima kasih aplikasi edlink karna berkat aplikasi proses ajar ajar kampus jalan lancar aplikasi atas sebar virus covid sekolah kampusuniversitas moga aplikasi maju depan sukses
"Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun, Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date !",5,Positif,zaman sekarang proses belajar mengajar online yang simple dan efektif cuma di edlink mudah diakses kapanpun dan dimanapun banyak informasi yang bisa didapatkan di edlink dan yang jelas up to date ,zaman proses belajar mengajar online simple efektif edlink mudah diakses dimanapun informasi didapatkan edlink up to date,"['zaman', 'proses', 'belajar', 'mengajar', 'online', 'simple', 'efektif', 'edlink', 'mudah', 'diakses', 'dimanapun', 'informasi', 'didapatkan', 'edlink', 'up', 'to', 'date']",zaman proses ajar ajar online simple efektif edlink mudah akses mana informasi dapat edlink up to date
"EdlinkGiveaway_FiktorSembiringPandiya_dibikin happy aja bray,edlink buat lu mempermudah belajar, dan terima notifikasi, saat lu lagi #dirumahaja",5,Positif,edlinkgiveawayfiktorsembiringpandiyadibikin happy aja brayedlink buat lu mempermudah belajar dan terima notifikasi saat lu lagi dirumahaja,edlinkgiveawayfiktorsembiringpandiyadibikin happy aja brayedlink lu mempermudah belajar terima notifikasi lu dirumahaja,"['edlinkgiveawayfiktorsembiringpandiyadibikin', 'happy', 'aja', 'brayedlink', 'lu', 'mempermudah', 'belajar', 'terima', 'notifikasi', 'lu', 'dirumahaja']",edlinkgiveawayfiktorsembiringpandiyadibikin happy aja brayedlink lu mudah ajar terima notifikasi lu dirumahaja
"Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun, selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif",5,Positif,aplikasi edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun selain itu aplikasi edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif,aplikasi edlink membantu proses belajar jarak belajar dimanapun aplikasi edlink mudah pengoperasian nya murid mudah memahami materi pembelajaran proses pembelajaran efektif,"['aplikasi', 'edlink', 'membantu', 'proses', 'belajar', 'jarak', 'belajar', 'dimanapun', 'aplikasi', 'edlink', 'mudah', 'pengoperasian', 'nya', 'murid', 'mudah', 'memahami', 'materi', 'pembelajaran', 'proses', 'pembelajaran', 'efektif']",aplikasi edlink bantu proses ajar jarak ajar mana aplikasi edlink mudah operasi nya murid mudah paham materi ajar proses ajar efektif
edlink terbaik . karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,5,Positif,edlink terbaik  karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,edlink terbaik memantau pelajaran memantau nilai memperbaiki mempertahankan nilai yg terbaik yg terbaik,"['edlink', 'terbaik', 'memantau', 'pelajaran', 'memantau', 'nilai', 'memperbaiki', 'mempertahankan', 'nilai', 'yg', 'terbaik', 'yg', 'terbaik']",edlink baik pantau ajar pantau nilai baik tahan nilai yg baik yg baik
#edlinkGiveaway_Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,5,Positif,edlinkgiveawaymuhajirah aplikasinya sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,edlinkgiveawaymuhajirah aplikasinya menarik mudah pahami memudahkan mahasiswa menjalankan tugas situasi social distancing terimakasih,"['edlinkgiveawaymuhajirah', 'aplikasinya', 'menarik', 'mudah', 'pahami', 'memudahkan', 'mahasiswa', 'menjalankan', 'tugas', 'situasi', 'social', 'distancing', 'terimakasih']",edlinkgiveawaymuhajirah aplikasi tarik mudah paham mudah mahasiswa jalan tugas situasi social distancing terimakasih
Mudah-mudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink.,5,Positif,mudahmudahan edlink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari edlink,mudahmudahan edlink aplikasi khusus mahasiswa kuota gratis edlink,"['mudahmudahan', 'edlink', 'aplikasi', 'khusus', 'mahasiswa', 'kuota', 'gratis', 'edlink']",mudahmudahan edlink aplikasi khusus mahasiswa kuota gratis edlink
Terima kasih edlink tolo* Karena aplikasi ini Tugas saya tidak terkumpul,1,Negatif,terima kasih edlink tolo karena aplikasi ini tugas saya tidak terkumpul,terima kasih edlink tolo aplikasi tugas terkumpul,"['terima', 'kasih', 'edlink', 'tolo', 'aplikasi', 'tugas', 'terkumpul']",terima kasih edlink tolo aplikasi tugas kumpul
kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,1,Negatif,kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,efektif daftar suruh daftar login eror,"['efektif', 'daftar', 'suruh', 'daftar', 'login', 'eror']",efektif daftar suruh daftar login eror
Aplikasinya sering lemot dan eror... Membuat kepala mahasiswa jd pusing dengan aplikasi ini,1,Negatif,aplikasinya sering lemot dan eror membuat kepala mahasiswa jd pusing dengan aplikasi ini,aplikasinya lemot eror kepala mahasiswa jd pusing aplikasi,"['aplikasinya', 'lemot', 'eror', 'kepala', 'mahasiswa', 'jd', 'pusing', 'aplikasi']",aplikasi lot eror kepala mahasiswa jd pusing aplikasi
"Tlg dicamkan dan dibaca baik"", upload file lama, sering ngebug. Tolong segera dibenerin. Ni apk penting buat mahasiswa, jadi tlg segera difix masalahnya. Jgn cuman dibaca doang.",1,Negatif,tlg dicamkan dan dibaca baik upload file lama sering ngebug tolong segera dibenerin ni apk penting buat mahasiswa jadi tlg segera difix masalahnya jgn cuman dibaca doang,tlg dicamkan dibaca upload file ngebug tolong dibenerin ni apk mahasiswa tlg difix jgn cuman dibaca doang,"['tlg', 'dicamkan', 'dibaca', 'upload', 'file', 'ngebug', 'tolong', 'dibenerin', 'ni', 'apk', 'mahasiswa', 'tlg', 'difix', 'jgn', 'cuman', 'dibaca', 'doang']",tlg cam baca upload file ngebug tolong dibenerin ni apk mahasiswa tlg difix jgn cuman baca doang
"Tolong difix, dan tolong dibaca dan dicamkan baik"". Apk sering ngebug, merugikan mahasiswa, upload file lama banget. Tolong dibenerin yg bener supaya ngga merugikan banyak orang, ni aplikasi ptg buat mahasiswa tlg di fix yg bener.",1,Negatif,tolong difix dan tolong dibaca dan dicamkan baik apk sering ngebug merugikan mahasiswa upload file lama banget tolong dibenerin yg bener supaya ngga merugikan banyak orang ni aplikasi ptg buat mahasiswa tlg di fix yg bener,tolong difix tolong dibaca dicamkan apk ngebug merugikan mahasiswa upload file banget tolong dibenerin yg bener ngga merugikan orang ni aplikasi ptg mahasiswa tlg fix yg bener,"['tolong', 'difix', 'tolong', 'dibaca', 'dicamkan', 'apk', 'ngebug', 'merugikan', 'mahasiswa', 'upload', 'file', 'banget', 'tolong', 'dibenerin', 'yg', 'bener', 'ngga', 'merugikan', 'orang', 'ni', 'aplikasi', 'ptg', 'mahasiswa', 'tlg', 'fix', 'yg', 'bener']",tolong difix tolong baca cam apk ngebug rugi mahasiswa upload file banget tolong dibenerin yg bener ngga rugi orang ni aplikasi ptg mahasiswa tlg fix yg bener
"Terkadang masih sering eror saat mengerjakan ujian, terimakasih",1,Negatif,terkadang masih sering eror saat mengerjakan ujian terimakasih,terkadang eror ujian terimakasih,"['terkadang', 'eror', 'ujian', 'terimakasih']",terkadang eror uji terimakasih
Ini aplikasi mesti di perbaiki sering banget server error,1,Negatif,ini aplikasi mesti di perbaiki sering banget server error,aplikasi mesti perbaiki banget server error,"['aplikasi', 'mesti', 'perbaiki', 'banget', 'server', 'error']",aplikasi mesti baik banget server error
Kok bentar2 updet .terus abis di update malah ga bisa tersambung ke server,1,Negatif,kok bentar updet terus abis di update malah ga bisa tersambung ke server,bentar updet abis update ga tersambung server,"['bentar', 'updet', 'abis', 'update', 'ga', 'tersambung', 'server']",bentar updet abis update ga sambung server
tidak konsisten waktu penampilan news,1,Negatif,tidak konsisten waktu penampilan news,konsisten penampilan news,"['konsisten', 'penampilan', 'news']",konsisten tampil news
Tolong perbaiki server saya tidak bisa buka edlink,1,Negatif,tolong perbaiki server saya tidak bisa buka edlink,tolong perbaiki server buka edlink,"['tolong', 'perbaiki', 'server', 'buka', 'edlink']",tolong baik server buka edlink
Tolong diperbaiki. Kenapa malah gag bisa masuk. Pas masuk muncul kata2 tidak dapat menghubungkan ke server.,2,Negatif,tolong diperbaiki kenapa malah gag bisa masuk pas masuk muncul kata tidak dapat menghubungkan ke server,tolong diperbaiki gag masuk pas masuk muncul menghubungkan server,"['tolong', 'diperbaiki', 'gag', 'masuk', 'pas', 'masuk', 'muncul', 'menghubungkan', 'server']",tolong baik gag masuk pas masuk muncul hubung server
Servernya sering down... Sebaiknya diperbaiki dulu.. bukan karena kendala signal dan handphone yang kurang bagus😖😖,2,Negatif,servernya sering down sebaiknya diperbaiki dulu bukan karena kendala signal dan handphone yang kurang bagus,servernya down diperbaiki kendala signal handphone bagus,"['servernya', 'down', 'diperbaiki', 'kendala', 'signal', 'handphone', 'bagus']",servernya down baik kendala signal handphone bagus
Bagus sekali tapi kenapa tiba-tiba edlink nya berhenti,4,Positif,bagus sekali tapi kenapa tibatiba edlink nya berhenti,bagus tibatiba edlink nya berhenti,"['bagus', 'tibatiba', 'edlink', 'nya', 'berhenti']",bagus tibatiba edlink nya henti
Belajar makin tambah asyik m jga mkin hemat waktu....belajar bsa dlakukan dmaja aja....ma ksih.....,5,Positif,belajar makin tambah asyik m jga mkin hemat waktubelajar bsa dlakukan dmaja ajama ksih,belajar asyik m jga mkin hemat waktubelajar bsa dlakukan dmaja ajama ksih,"['belajar', 'asyik', 'm', 'jga', 'mkin', 'hemat', 'waktubelajar', 'bsa', 'dlakukan', 'dmaja', 'ajama', 'ksih']",ajar asyik m jga mkin hemat waktubelajar bsa dlakukan dmaja ajama ksih
"Siswa tidak bisa kirim jawaban, tulisan ""Aplikasi terus berhenti""",2,Negatif,siswa tidak bisa kirim jawaban tulisan aplikasi terus berhenti,siswa kirim tulisan aplikasi berhenti,"['siswa', 'kirim', 'tulisan', 'aplikasi', 'berhenti']",siswa kirim tulis aplikasi henti
Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,5,Positif,tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,tolong munculkan notif aplikasi pengajar quiz materi,"['tolong', 'munculkan', 'notif', 'aplikasi', 'pengajar', 'quiz', 'materi']",tolong muncul notif aplikasi ajar quiz materi
Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis,4,Positif,semoga bisa lebih baik lagi appnya skrg udh bisa pakai video dan kuis,semoga appnya skrg udh pakai video kuis,"['semoga', 'appnya', 'skrg', 'udh', 'pakai', 'video', 'kuis']",moga appnya skrg udh pakai video kuis
Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,2,Negatif,parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,parah uts pilihan ganda pas milih bug gk pencet trus beranda,"['parah', 'uts', 'pilihan', 'ganda', 'pas', 'milih', 'bug', 'gk', 'pencet', 'trus', 'beranda']",parah uts pilih ganda pas milih bug gk pencet trus beranda
"Edlink keren, sangat terbantu dalam belajar online dengan dosen, mudah dan sangat praktiss. Semoga tetap dikembangkan",4,Positif,edlink keren sangat terbantu dalam belajar online dengan dosen mudah dan sangat praktiss semoga tetap dikembangkan,edlink keren terbantu belajar online dosen mudah praktiss semoga dikembangkan,"['edlink', 'keren', 'terbantu', 'belajar', 'online', 'dosen', 'mudah', 'praktiss', 'semoga', 'dikembangkan']",edlink keren bantu ajar online dosen mudah praktiss moga kembang
"Sangat buruk, sering banget sistem gagal, ngerugiin saat ngumpulin tugas jadi telat nilai jelek, padahal udah pindah koneksi, pindah 2 laptop 3 hp tetep sama semua. Parahhhh not recomended",1,Negatif,sangat buruk sering banget sistem gagal ngerugiin saat ngumpulin tugas jadi telat nilai jelek padahal udah pindah koneksi pindah  laptop  hp tetep sama semua parahhhh not recomended,buruk banget sistem gagal ngerugiin ngumpulin tugas telat nilai jelek udah pindah koneksi pindah laptop hp tetep parahhhh not recomended,"['buruk', 'banget', 'sistem', 'gagal', 'ngerugiin', 'ngumpulin', 'tugas', 'telat', 'nilai', 'jelek', 'udah', 'pindah', 'koneksi', 'pindah', 'laptop', 'hp', 'tetep', 'parahhhh', 'not', 'recomended']",buruk banget sistem gagal ngerugiin ngumpulin tugas telat nilai jelek udah pindah koneksi pindah laptop hp tetep parahhhh not recomended
Membantu untuk kegiatan perkuliahan di perguruan tinggi. Trims tim sevima.,5,Positif,membantu untuk kegiatan perkuliahan di perguruan tinggi trims tim sevima,membantu kegiatan perkuliahan perguruan trims tim sevima,"['membantu', 'kegiatan', 'perkuliahan', 'perguruan', 'trims', 'tim', 'sevima']",bantu giat kuliah guru trims tim sevima
Aplikasi nya sangat membantu mahasiswa,5,Positif,aplikasi nya sangat membantu mahasiswa,aplikasi nya membantu mahasiswa,"['aplikasi', 'nya', 'membantu', 'mahasiswa']",aplikasi nya bantu mahasiswa
"Masih banyak bug,tolong cepat di atas",4,Positif,masih banyak bugtolong cepat di atas,bugtolong cepat,"['bugtolong', 'cepat']",bugtolong cepat
Setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki,1,Negatif,setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki,login tulisan edlink berhenti udah pasang copot mohon diperbaiki,"['login', 'tulisan', 'edlink', 'berhenti', 'udah', 'pasang', 'copot', 'mohon', 'diperbaiki']",login tulis edlink henti udah pasang copot mohon baik
Kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi. Tolong segera untuk ditindak lanjuti,1,Negatif,kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi tolong segera untuk ditindak lanjuti,aplikasi edlink susah dibuka wifi tolong ditindak lanjuti,"['aplikasi', 'edlink', 'susah', 'dibuka', 'wifi', 'tolong', 'ditindak', 'lanjuti']",aplikasi edlink susah buka wifi tolong tindak lanjut
"sangat membantu sekali, user friendly",5,Positif,sangat membantu sekali user friendly,membantu user friendly,"['membantu', 'user', 'friendly']",bantu user friendly
Very good...ditingkatkan dalam menjawab pertanyaan di group2 sevima... Mungkin pada saat kita bertanya itu dalam situasi yang urgent... Walaupun belum mewakili jawaban Setidaknya sudah ada tanggapan dari tim sevima...terima kasih,5,Positif,very goodditingkatkan dalam menjawab pertanyaan di group sevima mungkin pada saat kita bertanya itu dalam situasi yang urgent walaupun belum mewakili jawaban setidaknya sudah ada tanggapan dari tim sevimaterima kasih,very goodditingkatkan group sevima situasi urgent mewakili tanggapan tim sevimaterima kasih,"['very', 'goodditingkatkan', 'group', 'sevima', 'situasi', 'urgent', 'mewakili', 'tanggapan', 'tim', 'sevimaterima', 'kasih']",very goodditingkatkan group sevima situasi urgent wakil tanggap tim sevimaterima kasih
"Aplikasi blom optimal blum layak untuk publik, semoga lebih di improve lagi terimakasih",1,Negatif,aplikasi blom optimal blum layak untuk publik semoga lebih di improve lagi terimakasih,aplikasi blom optimal blum layak publik semoga improve terimakasih,"['aplikasi', 'blom', 'optimal', 'blum', 'layak', 'publik', 'semoga', 'improve', 'terimakasih']",aplikasi blom optimal blum layak publik moga improve terimakasih
"aplikasi pembelajaran ini sangat berguna, sebab bisa digunakan baik di hp android maupun web browser, membantu kami dalam meng aplikasikan kuliah daring, meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran, berkat edlink 👼👼",5,Positif,aplikasi pembelajaran ini sangat berguna sebab bisa digunakan baik di hp android maupun web browser membantu kami dalam meng aplikasikan kuliah daring meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran berkat edlink ,aplikasi pembelajaran berguna hp android web browser membantu meng aplikasikan kuliah daring kampus ikuti perkembangan pembelajaran berkat edlink,"['aplikasi', 'pembelajaran', 'berguna', 'hp', 'android', 'web', 'browser', 'membantu', 'meng', 'aplikasikan', 'kuliah', 'daring', 'kampus', 'ikuti', 'perkembangan', 'pembelajaran', 'berkat', 'edlink']",aplikasi ajar guna hp android web browser bantu meng aplikasi kuliah daring kampus ikut kembang ajar berkat edlink
"Terima kasih ed-link sudah membantu proses belajar mengajar, sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya (durasi dibatasi) hehehe",5,Positif,terima kasih edlink sudah membantu proses belajar mengajar sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya durasi dibatasi hehehe,terima kasih edlink membantu proses belajar mengajar saran pertmuan kelas video free nya durasi dibatasi hehehe,"['terima', 'kasih', 'edlink', 'membantu', 'proses', 'belajar', 'mengajar', 'saran', 'pertmuan', 'kelas', 'video', 'free', 'nya', 'durasi', 'dibatasi', 'hehehe']",terima kasih edlink bantu proses ajar ajar saran pertmuan kelas video free nya durasi batas hehehe
sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal.,5,Positif,sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal,bermanfaat dosen mahasiswa proses belajar mengajar dpt dilaksanakan optimal,"['bermanfaat', 'dosen', 'mahasiswa', 'proses', 'belajar', 'mengajar', 'dpt', 'dilaksanakan', 'optimal']",manfaat dosen mahasiswa proses ajar ajar dpt laksana optimal
awaknya cukup menyulitkan dan perlu adaptasi,1,Negatif,awaknya cukup menyulitkan dan perlu adaptasi,awaknya menyulitkan adaptasi,"['awaknya', 'menyulitkan', 'adaptasi']",awak sulit adaptasi
Saya tidak bisa masuk edlink. Udah di upgrade padahal tapi pas masuk kok gk bisa ya? Udh di instal ulang ttp aja gk bisa masuk,1,Negatif,saya tidak bisa masuk edlink udah di upgrade padahal tapi pas masuk kok gk bisa ya udh di instal ulang ttp aja gk bisa masuk,masuk edlink udah upgrade pas masuk gk ya udh instal ulang ttp aja gk masuk,"['masuk', 'edlink', 'udah', 'upgrade', 'pas', 'masuk', 'gk', 'ya', 'udh', 'instal', 'ulang', 'ttp', 'aja', 'gk', 'masuk']",masuk edlink udah upgrade pas masuk gk ya udh instal ulang ttp aja gk masuk
Aplikasi ini setelah di update kalau mau di pakai jadi lemot,2,Negatif,aplikasi ini setelah di update kalau mau di pakai jadi lemot,aplikasi update pakai lemot,"['aplikasi', 'update', 'pakai', 'lemot']",aplikasi update pakai lot
kenapa gabisa masuk setiap mau masuk ada tulisan TIDAK DAPAT MENGHUBUNGKAN KE SERVER padahal HP saya versinya 5.1.1,2,Negatif,kenapa gabisa masuk setiap mau masuk ada tulisan tidak dapat menghubungkan ke server padahal hp saya versinya ,gabisa masuk masuk tulisan menghubungkan server hp versinya,"['gabisa', 'masuk', 'masuk', 'tulisan', 'menghubungkan', 'server', 'hp', 'versinya']",gabisa masuk masuk tulis hubung server hp versi
"Edlink nya eror, kagak bisa nyisipkan file. Uda di instal ulang tetep aja. Bikin ngenes! menyebalkan! Edlink payah!",1,Negatif,edlink nya eror kagak bisa nyisipkan file uda di instal ulang tetep aja bikin ngenes menyebalkan edlink payah,edlink nya eror kagak nyisipkan file uda instal ulang tetep aja bikin ngenes menyebalkan edlink payah,"['edlink', 'nya', 'eror', 'kagak', 'nyisipkan', 'file', 'uda', 'instal', 'ulang', 'tetep', 'aja', 'bikin', 'ngenes', 'menyebalkan', 'edlink', 'payah']",edlink nya eror kagak nyisipkan file uda instal ulang tetep aja bikin ngenes sebal edlink payah
Kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa,2,Negatif,kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa,dihubungkan kampus udah coba berkali kali tetep aja ga,"['dihubungkan', 'kampus', 'udah', 'coba', 'berkali', 'kali', 'tetep', 'aja', 'ga']",hubung kampus udah coba kali kali tetep aja ga
Perbaharui aplikasinya karena server sering down. Sangat tidak membuat nyaman,2,Negatif,perbaharui aplikasinya karena server sering down sangat tidak membuat nyaman,perbaharui aplikasinya server down nyaman,"['perbaharui', 'aplikasinya', 'server', 'down', 'nyaman']",baharu aplikasi server down nyaman
Kenapa setiap mau kirim tugas suka ada kata kata (tidak tersambung ke server)?? Tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini!,1,Negatif,kenapa setiap mau kirim tugas suka ada kata kata tidak tersambung ke server tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini,kirim tugas suka tersambung server tolong perbaiki nya libur aja ngirim tugas pake,"['kirim', 'tugas', 'suka', 'tersambung', 'server', 'tolong', 'perbaiki', 'nya', 'libur', 'aja', 'ngirim', 'tugas', 'pake']",kirim tugas suka sambung server tolong baik nya libur aja ngirim tugas pake
"Dosen tdk bisa menambahkan mahasiswanya, Krn tidak semua mhs mengerti proses-proses yang dianggap menyulitkan. Akun mahasiswa juga tidak bisa menambahkan dosennya di kelas.",2,Negatif,dosen tdk bisa menambahkan mahasiswanya krn tidak semua mhs mengerti prosesproses yang dianggap menyulitkan akun mahasiswa juga tidak bisa menambahkan dosennya di kelas,dosen tdk mahasiswanya krn mhs mengerti prosesproses dianggap menyulitkan akun mahasiswa dosennya kelas,"['dosen', 'tdk', 'mahasiswanya', 'krn', 'mhs', 'mengerti', 'prosesproses', 'dianggap', 'menyulitkan', 'akun', 'mahasiswa', 'dosennya', 'kelas']",dosen tdk mahasiswa krn mhs erti prosesproses anggap sulit akun mahasiswa dosen kelas
"ketika ingin bergabung ke kelas dengan kode QR itu lama skali, lemot, pdhl sdh memakai WiFi. Hp saya jg termasuk hp jaman skrng yaitu pocophone f1",1,Negatif,ketika ingin bergabung ke kelas dengan kode qr itu lama skali lemot pdhl sdh memakai wifi hp saya jg termasuk hp jaman skrng yaitu pocophone f,bergabung kelas kode qr skali lemot pdhl sdh memakai wifi hp jg hp jaman skrng pocophone f,"['bergabung', 'kelas', 'kode', 'qr', 'skali', 'lemot', 'pdhl', 'sdh', 'memakai', 'wifi', 'hp', 'jg', 'hp', 'jaman', 'skrng', 'pocophone', 'f']",gabung kelas kode qr skali lot pdhl sdh pakai wifi hp jg hp jaman skrng pocophone f
"Kelihatan ok, mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini",5,Positif,kelihatan ok mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini,ok kampus link dosen mahasiswa aplikasi,"['ok', 'kampus', 'link', 'dosen', 'mahasiswa', 'aplikasi']",ok kampus link dosen mahasiswa aplikasi
Kenapa susah sskali untuk di download? Dari kemarin tulisannya menunggu didownload. Pdhl memori dan kuota masih ada,1,Negatif,kenapa susah sskali untuk di download dari kemarin tulisannya menunggu didownload pdhl memori dan kuota masih ada,susah sskali download kemarin tulisannya menunggu didownload pdhl memori kuota,"['susah', 'sskali', 'download', 'kemarin', 'tulisannya', 'menunggu', 'didownload', 'pdhl', 'memori', 'kuota']",susah sskali download kemarin tulis tunggu didownload pdhl memori kuota
Sangat Membantu Sekali Dalam Pengajaran Kelas,5,Positif,sangat membantu sekali dalam pengajaran kelas,membantu pengajaran kelas,"['membantu', 'pengajaran', 'kelas']",bantu ajar kelas
Update nya sering tdk bareng dengan device lain,5,Positif,update nya sering tdk bareng dengan device lain,update nya tdk bareng device,"['update', 'nya', 'tdk', 'bareng', 'device']",update nya tdk bareng device
Mudah dibuka dan untuk diterapkan. Saran dibuat lebih mudah lagi dan tetap continous improvement.,5,Positif,mudah dibuka dan untuk diterapkan saran dibuat lebih mudah lagi dan tetap continous improvement,mudah dibuka diterapkan saran mudah continous improvement,"['mudah', 'dibuka', 'diterapkan', 'saran', 'mudah', 'continous', 'improvement']",mudah buka terap saran mudah continous improvement
Sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas.,5,Positif,sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas,membantu meningkatkan efektivitas kerja kelas kelas,"['membantu', 'meningkatkan', 'efektivitas', 'kerja', 'kelas', 'kelas']",bantu tingkat efektivitas kerja kelas kelas
"Lemot, tidak responsif. Sangat tidak merekomendasikan aplikasi ini",1,Negatif,lemot tidak responsif sangat tidak merekomendasikan aplikasi ini,lemot responsif merekomendasikan aplikasi,"['lemot', 'responsif', 'merekomendasikan', 'aplikasi']",lot responsif rekomendasi aplikasi
Aplikasi nya bagus dan memudahkan untuk pengecekan nilai,5,Positif,aplikasi nya bagus dan memudahkan untuk pengecekan nilai,aplikasi nya bagus memudahkan pengecekan nilai,"['aplikasi', 'nya', 'bagus', 'memudahkan', 'pengecekan', 'nilai']",aplikasi nya bagus mudah kece nilai
Tolong dong kenapa tidak bisa update,5,Positif,tolong dong kenapa tidak bisa update,tolong update,"['tolong', 'update']",tolong update
Sangat membantu dalam tugas kuliah ... Jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapun...thanks,5,Positif,sangat membantu dalam tugas kuliah  jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapunthanks,membantu tugas kuliah dapan tugas kuliah dimanapunthanks,"['membantu', 'tugas', 'kuliah', 'dapan', 'tugas', 'kuliah', 'dimanapunthanks']",bantu tugas kuliah dap tugas kuliah dimanapunthanks
